BonusID,EmployeeID,BonusAmount,BonusDate,BonusDescription
4165,4165,1503.67,2023-06-09,Employee of the month bonus.
4166,4166,1673.13,2023-12-07,Sales target achievement bonus.
4167,4167,798.23,2024-05-16,Holiday bonus.
4168,4168,735.11,2023-09-23,Holiday bonus.
4169,4169,1673.0,2024-03-02,Sales target achievement bonus.
4170,4170,1797.41,2023-09-14,Year-end performance bonus.
4171,4171,1167.86,2024-03-11,Year-end performance bonus.
4172,4172,833.42,2024-02-23,Employee of the month bonus.
4173,4173,1180.25,2023-10-19,Sales target achievement bonus.
4174,4174,1877.29,2023-11-05,Sales target achievement bonus.
4175,4175,1561.62,2024-02-01,Employee of the month bonus.
4176,4176,1994.54,2024-05-09,Project completion bonus.
4177,4177,559.46,2023-12-10,Employee of the month bonus.
4178,4178,940.87,2023-06-09,Year-end performance bonus.
4179,4179,838.79,2023-10-18,Project completion bonus.
4180,4180,1669.98,2023-06-11,Holiday bonus.
4181,4181,1300.97,2023-12-09,Employee of the month bonus.
4182,4182,1601.31,2024-01-10,Employee of the month bonus.
4183,4183,1323.02,2023-08-24,Sales target achievement bonus.
4184,4184,1280.03,2023-07-23,Holiday bonus.
4185,4185,1957.93,2023-09-20,Holiday bonus.
4186,4186,1740.8,2023-12-13,Project completion bonus.
4187,4187,1965.16,2024-02-29,Sales target achievement bonus.
4188,4188,1389.67,2023-05-24,Employee of the month bonus.
4189,4189,1586.0,2024-01-05,Employee of the month bonus.
4190,4190,1281.27,2023-09-09,Project completion bonus.
4191,4191,883.47,2023-07-21,Employee of the month bonus.
4192,4192,1924.5,2023-12-24,Holiday bonus.
4193,4193,588.54,2024-05-16,Year-end performance bonus.
4194,4194,1954.43,2023-09-05,Sales target achievement bonus.
4195,4195,1676.28,2024-01-30,Project completion bonus.
4196,4196,579.64,2023-07-30,Year-end performance bonus.
4197,4197,1435.25,2023-06-22,Year-end performance bonus.
4198,4198,1171.55,2024-05-17,Holiday bonus.
4199,4199,1164.88,2023-11-01,Holiday bonus.
4200,4200,1779.81,2024-03-27,Year-end performance bonus.
4201,4201,800.6,2024-03-09,Year-end performance bonus.
4202,4202,1191.95,2024-03-22,Holiday bonus.
4203,4203,1668.21,2024-03-30,Project completion bonus.
4204,4204,1618.08,2023-10-28,Sales target achievement bonus.
4205,4205,1076.74,2023-11-16,Holiday bonus.
4206,4206,923.64,2023-08-15,Holiday bonus.
4207,4207,529.81,2023-07-05,Sales target achievement bonus.
4208,4208,943.01,2023-11-08,Year-end performance bonus.
4209,4209,1893.42,2023-12-15,Project completion bonus.
4210,4210,1713.78,2023-10-23,Holiday bonus.
4211,4211,927.93,2023-08-19,Project completion bonus.
4212,4212,631.44,2024-02-13,Holiday bonus.
4213,4213,1075.79,2024-01-19,Employee of the month bonus.
4214,4214,1935.88,2023-08-20,Sales target achievement bonus.
4215,4215,1882.84,2024-04-29,Sales target achievement bonus.
4216,4216,1606.78,2024-02-08,Year-end performance bonus.
4217,4217,1367.54,2023-11-26,Project completion bonus.
4218,4218,1066.71,2023-08-25,Holiday bonus.
4219,4219,1319.87,2024-02-12,Year-end performance bonus.
4220,4220,778.3,2023-11-27,Holiday bonus.
4221,4221,913.13,2023-08-02,Employee of the month bonus.
4222,4222,1944.44,2023-07-02,Sales target achievement bonus.
4223,4223,1942.78,2023-06-15,Holiday bonus.
4224,4224,1582.99,2024-03-09,Project completion bonus.
4225,4225,1797.53,2024-05-18,Sales target achievement bonus.
4226,4226,643.66,2024-04-28,Project completion bonus.
4227,4227,1941.18,2023-07-31,Year-end performance bonus.
4228,4228,1555.32,2023-06-16,Project completion bonus.
4229,4229,1350.25,2023-09-12,Year-end performance bonus.
4230,4230,874.71,2024-05-17,Sales target achievement bonus.
4231,4231,798.46,2024-01-29,Year-end performance bonus.
4232,4232,1212.39,2023-11-02,Project completion bonus.
4233,4233,1687.0,2023-11-11,Employee of the month bonus.
4234,4234,1061.44,2023-06-10,Project completion bonus.
4235,4235,1889.17,2023-09-25,Project completion bonus.
4236,4236,1046.97,2023-08-20,Year-end performance bonus.
4237,4237,1446.5,2024-02-28,Sales target achievement bonus.
4238,4238,644.44,2023-08-14,Employee of the month bonus.
4239,4239,1577.93,2024-01-21,Holiday bonus.
4240,4240,1849.44,2024-05-15,Project completion bonus.
4241,4241,821.71,2023-08-07,Employee of the month bonus.
4242,4242,1918.41,2024-04-29,Employee of the month bonus.
4243,4243,940.09,2023-07-23,Holiday bonus.
4244,4244,1155.02,2024-05-10,Sales target achievement bonus.
4245,4245,1220.41,2024-05-09,Year-end performance bonus.
4246,4246,678.44,2023-10-13,Sales target achievement bonus.
4247,4247,1111.42,2023-06-14,Year-end performance bonus.
4248,4248,1878.56,2024-01-14,Employee of the month bonus.
4249,4249,551.13,2024-04-02,Sales target achievement bonus.
4250,4250,1916.9,2023-10-01,Project completion bonus.
4251,4251,1104.85,2023-06-10,Year-end performance bonus.
4252,4252,1866.14,2023-09-22,Holiday bonus.
4253,4253,1291.91,2024-02-07,Employee of the month bonus.
4254,4254,1518.41,2023-10-05,Year-end performance bonus.
4255,4255,1225.85,2024-03-02,Year-end performance bonus.
4256,4256,864.83,2023-09-27,Holiday bonus.
4257,4257,635.39,2024-03-12,Year-end performance bonus.
4258,4258,1036.73,2023-07-05,Holiday bonus.
4259,4259,1612.99,2024-05-13,Holiday bonus.
4260,4260,581.44,2024-02-08,Employee of the month bonus.
4261,4261,739.17,2023-08-18,Holiday bonus.
4262,4262,1752.63,2024-01-12,Holiday bonus.
4263,4263,1127.18,2024-01-01,Sales target achievement bonus.
4264,4264,1989.1,2023-10-25,Year-end performance bonus.
4265,4265,1892.98,2023-09-15,Year-end performance bonus.
4266,4266,1185.36,2023-12-09,Employee of the month bonus.
4267,4267,1267.44,2023-06-12,Project completion bonus.
4268,4268,1524.07,2023-07-29,Employee of the month bonus.
4269,4269,820.33,2023-11-04,Employee of the month bonus.
4270,4270,1542.15,2023-12-12,Year-end performance bonus.
4271,4271,973.69,2023-10-16,Employee of the month bonus.
4272,4272,1648.08,2024-01-27,Project completion bonus.
4273,4273,1014.42,2024-03-13,Year-end performance bonus.
4274,4274,1314.38,2023-11-03,Project completion bonus.
4275,4275,1293.08,2023-09-14,Holiday bonus.
4276,4276,830.48,2024-03-13,Project completion bonus.
4277,4277,1662.46,2023-09-26,Year-end performance bonus.
4278,4278,1133.23,2023-08-18,Project completion bonus.
4279,4279,1252.39,2023-11-13,Sales target achievement bonus.
4280,4280,1936.04,2024-02-23,Holiday bonus.
4281,4281,1419.89,2023-07-22,Year-end performance bonus.
4282,4282,1415.45,2023-08-04,Year-end performance bonus.
4283,4283,1430.84,2023-09-28,Holiday bonus.
4284,4284,1204.7,2024-02-04,Employee of the month bonus.
4285,4285,1798.81,2023-10-13,Employee of the month bonus.
4286,4286,1288.0,2024-02-12,Year-end performance bonus.
4287,4287,805.61,2023-10-06,Employee of the month bonus.
4288,4288,674.4,2024-03-13,Year-end performance bonus.
4289,4289,1802.35,2023-08-07,Sales target achievement bonus.
4290,4290,904.27,2023-10-26,Employee of the month bonus.
4291,4291,1030.49,2023-07-18,Year-end performance bonus.
4292,4292,1301.17,2023-11-15,Project completion bonus.
4293,4293,737.66,2024-03-14,Year-end performance bonus.
4294,4294,1271.85,2023-07-29,Employee of the month bonus.
4295,4295,657.67,2023-09-13,Sales target achievement bonus.
4296,4296,1143.85,2023-11-25,Sales target achievement bonus.
4297,4297,1634.3,2024-04-28,Project completion bonus.
4298,4298,989.09,2023-06-23,Project completion bonus.
4299,4299,812.75,2023-10-27,Year-end performance bonus.
4300,4300,824.46,2024-01-27,Year-end performance bonus.
4301,4301,1628.93,2023-07-02,Holiday bonus.
4302,4302,841.66,2024-01-13,Sales target achievement bonus.
4303,4303,1928.33,2023-08-20,Project completion bonus.
4304,4304,863.41,2023-06-21,Sales target achievement bonus.
4305,4305,690.85,2024-02-23,Project completion bonus.
4306,4306,930.94,2023-11-15,Project completion bonus.
4307,4307,517.77,2023-09-29,Year-end performance bonus.
4308,4308,1859.79,2023-07-04,Holiday bonus.
4309,4309,1395.21,2024-04-01,Holiday bonus.
4310,4310,1851.7,2023-10-02,Sales target achievement bonus.
4311,4311,584.94,2023-09-17,Sales target achievement bonus.
4312,4312,1281.53,2023-11-05,Holiday bonus.
4313,4313,1489.13,2023-06-12,Year-end performance bonus.
4314,4314,1435.59,2024-01-27,Year-end performance bonus.
4315,4315,1140.22,2023-11-28,Project completion bonus.
4316,4316,1288.53,2023-10-03,Project completion bonus.
4317,4317,1464.69,2023-09-06,Employee of the month bonus.
4318,4318,1524.46,2024-04-19,Employee of the month bonus.
4319,4319,1020.26,2024-05-05,Sales target achievement bonus.
4320,4320,1598.84,2023-10-14,Employee of the month bonus.
4321,4321,1973.8,2023-06-23,Project completion bonus.
4322,4322,1041.86,2024-02-25,Sales target achievement bonus.
4323,4323,1540.35,2023-09-04,Year-end performance bonus.
4324,4324,1756.05,2023-08-15,Holiday bonus.
4325,4325,1067.57,2024-02-02,Holiday bonus.
4326,4326,1102.1,2024-03-13,Sales target achievement bonus.
4327,4327,1086.87,2023-10-13,Year-end performance bonus.
4328,4328,1118.78,2024-04-18,Employee of the month bonus.
4329,4329,603.05,2023-08-20,Holiday bonus.
4330,4330,1142.58,2023-11-22,Project completion bonus.
4331,4331,1278.06,2024-03-24,Sales target achievement bonus.
4332,4332,1371.63,2024-04-17,Year-end performance bonus.
4333,4333,1309.32,2023-10-24,Sales target achievement bonus.
4334,4334,611.19,2023-11-21,Project completion bonus.
4335,4335,1193.71,2023-10-11,Holiday bonus.
4336,4336,1253.6,2023-09-02,Project completion bonus.
4337,4337,883.63,2024-05-01,Project completion bonus.
4338,4338,1639.02,2024-02-21,Project completion bonus.
4339,4339,1401.75,2023-06-05,Project completion bonus.
4340,4340,1805.43,2024-02-06,Holiday bonus.
4341,4341,1350.36,2023-07-18,Project completion bonus.
4342,4342,1417.4,2023-06-15,Project completion bonus.
4343,4343,1302.78,2023-07-26,Sales target achievement bonus.
4344,4344,1939.36,2023-12-25,Sales target achievement bonus.
4345,4345,688.34,2023-12-30,Employee of the month bonus.
4346,4346,876.36,2023-08-20,Sales target achievement bonus.
4347,4347,1949.83,2023-10-09,Holiday bonus.
4348,4348,1603.52,2023-12-31,Year-end performance bonus.
4349,4349,1466.03,2024-01-10,Holiday bonus.
4350,4350,1621.46,2023-07-30,Sales target achievement bonus.
4351,4351,910.42,2023-12-29,Holiday bonus.
4352,4352,1457.41,2023-12-01,Employee of the month bonus.
4353,4353,983.98,2024-03-16,Project completion bonus.
4354,4354,1725.05,2024-05-16,Sales target achievement bonus.
4355,4355,902.39,2023-05-30,Project completion bonus.
4356,4356,1220.48,2024-01-27,Year-end performance bonus.
4357,4357,503.3,2023-05-26,Holiday bonus.
4358,4358,1197.0,2024-04-17,Project completion bonus.
4359,4359,1027.41,2024-01-17,Holiday bonus.
4360,4360,1011.6,2024-05-05,Holiday bonus.
4361,4361,716.93,2024-03-10,Project completion bonus.
4362,4362,1503.93,2023-10-31,Holiday bonus.
4363,4363,718.61,2023-09-12,Holiday bonus.
4364,4364,1671.97,2024-01-04,Year-end performance bonus.
4365,4365,576.77,2023-09-29,Holiday bonus.
4366,4366,1451.3,2024-03-25,Employee of the month bonus.
4367,4367,859.33,2023-12-25,Sales target achievement bonus.
4368,4368,688.89,2023-10-11,Project completion bonus.
4369,4369,989.82,2024-04-04,Holiday bonus.
4370,4370,1451.49,2024-02-24,Employee of the month bonus.
4371,4371,1782.68,2024-05-13,Holiday bonus.
4372,4372,617.08,2023-07-02,Project completion bonus.
4373,4373,509.5,2023-05-23,Employee of the month bonus.
4374,4374,1182.87,2023-11-22,Year-end performance bonus.
4375,4375,929.27,2023-10-28,Sales target achievement bonus.
4376,4376,741.78,2024-01-29,Year-end performance bonus.
4377,4377,1724.63,2024-02-26,Employee of the month bonus.
4378,4378,1232.86,2023-07-23,Project completion bonus.
4379,4379,1035.41,2024-01-30,Sales target achievement bonus.
4380,4380,1012.26,2023-07-07,Project completion bonus.
4381,4381,1056.4,2023-05-28,Project completion bonus.
4382,4382,604.03,2023-10-22,Employee of the month bonus.
4383,4383,560.05,2023-10-30,Employee of the month bonus.
4384,4384,1482.53,2023-11-19,Employee of the month bonus.
4385,4385,597.34,2024-03-08,Year-end performance bonus.
4386,4386,1708.72,2023-05-29,Sales target achievement bonus.
4387,4387,744.43,2023-11-20,Project completion bonus.
4388,4388,1212.1,2024-04-12,Holiday bonus.
4389,4389,1508.82,2024-04-16,Project completion bonus.
4390,4390,1489.26,2024-01-24,Holiday bonus.
4391,4391,1449.98,2023-07-28,Employee of the month bonus.
4392,4392,802.77,2024-02-06,Sales target achievement bonus.
4393,4393,1534.61,2023-12-20,Project completion bonus.
4394,4394,1014.7,2023-07-16,Sales target achievement bonus.
4395,4395,845.64,2023-09-16,Project completion bonus.
4396,4396,567.02,2024-02-16,Holiday bonus.
4397,4397,954.08,2023-07-06,Project completion bonus.
4398,4398,1248.12,2024-04-11,Employee of the month bonus.
4399,4399,1093.7,2024-04-20,Year-end performance bonus.
4400,4400,1527.97,2024-04-07,Year-end performance bonus.
4401,4401,962.38,2023-11-30,Holiday bonus.
4402,4402,1006.22,2023-10-24,Project completion bonus.
4403,4403,1265.14,2023-11-09,Year-end performance bonus.
4404,4404,885.17,2023-12-01,Year-end performance bonus.
4405,4405,1029.61,2024-05-01,Holiday bonus.
4406,4406,572.14,2023-07-04,Holiday bonus.
4407,4407,856.21,2023-06-01,Year-end performance bonus.
4408,4408,927.78,2023-11-16,Holiday bonus.
4409,4409,1859.8,2023-10-18,Sales target achievement bonus.
4410,4410,1352.94,2023-11-19,Employee of the month bonus.
4411,4411,698.5,2023-06-02,Holiday bonus.
4412,4412,818.87,2024-01-02,Employee of the month bonus.
4413,4413,550.8,2024-01-30,Year-end performance bonus.
4414,4414,1996.5,2023-07-27,Employee of the month bonus.
4415,4415,611.75,2024-04-14,Holiday bonus.
4416,4416,756.33,2024-04-18,Holiday bonus.
4417,4417,1368.19,2024-01-17,Sales target achievement bonus.
4418,4418,721.72,2023-10-13,Holiday bonus.
4419,4419,1069.79,2023-10-23,Holiday bonus.
4420,4420,637.72,2023-10-02,Holiday bonus.
4421,4421,1095.09,2024-02-13,Employee of the month bonus.
4422,4422,1185.32,2023-11-15,Project completion bonus.
4423,4423,1923.76,2024-01-04,Employee of the month bonus.
4424,4424,1067.54,2023-11-29,Year-end performance bonus.
4425,4425,1778.88,2023-11-20,Sales target achievement bonus.
4426,4426,572.2,2023-12-21,Year-end performance bonus.
4427,4427,1935.55,2024-05-20,Year-end performance bonus.
4428,4428,1788.94,2023-12-05,Sales target achievement bonus.
4429,4429,1267.25,2023-07-12,Year-end performance bonus.
4430,4430,661.0,2023-06-22,Employee of the month bonus.
4431,4431,1234.51,2023-11-24,Holiday bonus.
4432,4432,1951.94,2023-12-10,Sales target achievement bonus.
4433,4433,1328.07,2024-03-20,Holiday bonus.
4434,4434,1373.81,2023-07-01,Year-end performance bonus.
4435,4435,1559.73,2023-07-23,Project completion bonus.
4436,4436,506.79,2024-05-08,Year-end performance bonus.
4437,4437,1013.99,2023-10-22,Year-end performance bonus.
4438,4438,557.58,2024-03-17,Employee of the month bonus.
4439,4439,649.85,2024-01-22,Sales target achievement bonus.
4440,4440,1433.36,2024-02-21,Sales target achievement bonus.
4441,4441,608.95,2023-09-18,Holiday bonus.
4442,4442,1905.92,2024-03-24,Sales target achievement bonus.
4443,4443,653.02,2024-04-17,Project completion bonus.
4444,4444,973.33,2023-09-24,Employee of the month bonus.
4445,4445,1555.08,2023-06-25,Project completion bonus.
4446,4446,560.18,2023-10-26,Sales target achievement bonus.
4447,4447,1479.49,2023-05-24,Sales target achievement bonus.
4448,4448,1353.4,2024-03-24,Year-end performance bonus.
4449,4449,1642.13,2024-04-24,Employee of the month bonus.
4450,4450,1728.51,2023-06-02,Employee of the month bonus.
4451,4451,1507.85,2024-01-01,Year-end performance bonus.
4452,4452,1135.37,2024-02-28,Sales target achievement bonus.
4453,4453,1552.36,2024-01-31,Project completion bonus.
4454,4454,1180.2,2023-11-23,Sales target achievement bonus.
4455,4455,1111.6,2023-11-10,Holiday bonus.
4456,4456,1812.7,2024-04-20,Project completion bonus.
4457,4457,1431.8,2023-12-13,Holiday bonus.
4458,4458,838.18,2023-12-15,Holiday bonus.
4459,4459,1441.11,2024-01-20,Employee of the month bonus.
4460,4460,1486.78,2024-05-13,Year-end performance bonus.
4461,4461,1683.08,2024-05-22,Employee of the month bonus.
4462,4462,1742.34,2024-02-28,Year-end performance bonus.
4463,4463,1213.18,2024-05-08,Project completion bonus.
4464,4464,944.2,2023-07-02,Employee of the month bonus.
4465,4465,843.51,2024-05-07,Project completion bonus.
4466,4466,719.21,2024-03-07,Project completion bonus.
4467,4467,1731.45,2023-06-14,Holiday bonus.
4468,4468,1118.23,2023-12-01,Project completion bonus.
4469,4469,1533.03,2023-10-27,Employee of the month bonus.
4470,4470,1944.52,2023-11-24,Holiday bonus.
4471,4471,1943.58,2024-04-12,Employee of the month bonus.
4472,4472,1511.08,2023-12-15,Holiday bonus.
4473,4473,1421.72,2024-04-14,Employee of the month bonus.
4474,4474,764.2,2023-11-14,Holiday bonus.
4475,4475,1990.5,2024-02-13,Project completion bonus.
4476,4476,1578.33,2023-10-27,Sales target achievement bonus.
4477,4477,1873.95,2023-09-28,Employee of the month bonus.
4478,4478,1186.48,2023-11-08,Employee of the month bonus.
4479,4479,1491.79,2023-12-04,Sales target achievement bonus.
4480,4480,936.23,2024-01-26,Sales target achievement bonus.
4481,4481,840.81,2024-01-27,Employee of the month bonus.
4482,4482,960.6,2023-07-16,Holiday bonus.
4483,4483,1377.78,2023-07-11,Employee of the month bonus.
4484,4484,1075.0,2023-05-28,Sales target achievement bonus.
4485,4485,1393.41,2023-09-01,Project completion bonus.
4486,4486,1990.8,2023-07-14,Holiday bonus.
4487,4487,971.74,2024-05-15,Year-end performance bonus.
4488,4488,1975.14,2024-02-02,Year-end performance bonus.
4489,4489,1019.32,2024-01-15,Project completion bonus.
4490,4490,714.91,2024-02-09,Employee of the month bonus.
4491,4491,1345.67,2024-01-07,Project completion bonus.
4492,4492,1831.23,2023-06-30,Holiday bonus.
4493,4493,1140.69,2023-12-08,Year-end performance bonus.
