GoalID,EmployeeID,GoalDescription,StartDate,EndDate,Status,Progress
4522,4522,Achieve a 20% increase in sales in the next quarter.,2023-08-18,2023-11-28,Completed,3.62
4523,4523,Complete the new feature development by the end of Q2.,2023-10-20,2024-04-05,Not Started,19.75
4524,4524,Achieve a 20% increase in sales in the next quarter.,2024-03-11,2024-09-03,In Progress,22.05
4525,4525,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-13,2024-02-03,Not Started,14.87
4526,4526,Complete the new feature development by the end of Q2.,2023-12-19,2024-05-15,On Hold,65.29
4527,4527,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-10,2024-04-23,On Hold,44.55
4528,4528,Achieve a 20% increase in sales in the next quarter.,2023-10-06,2024-01-24,Completed,0.84
4529,4529,Develop a new training program for new hires within the next quarter.,2024-01-23,2024-03-15,Completed,92.23
4530,4530,Achieve a 20% increase in sales in the next quarter.,2023-08-01,2023-11-15,In Progress,80.47
4531,4531,Achieve a 20% increase in sales in the next quarter.,2023-06-06,2023-10-04,On Hold,56.98
4532,4532,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-18,2024-01-22,Not Started,25.5
4533,4533,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-22,2023-09-11,On Hold,40.22
4534,4534,Develop a new training program for new hires within the next quarter.,2023-11-03,2024-04-23,Not Started,3.33
4535,4535,Develop a new training program for new hires within the next quarter.,2023-10-22,2023-12-12,Not Started,99.73
4536,4536,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-07,2024-02-02,In Progress,58.04
4537,4537,Develop a new training program for new hires within the next quarter.,2023-06-09,2023-08-25,Completed,18.38
4538,4538,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-21,2024-07-07,On Hold,59.2
4539,4539,Complete the new feature development by the end of Q2.,2023-09-06,2024-01-24,On Hold,80.7
4540,4540,Complete the new feature development by the end of Q2.,2023-09-24,2023-10-06,On Hold,22.25
4541,4541,Develop a new training program for new hires within the next quarter.,2023-08-13,2023-12-17,On Hold,10.69
4542,4542,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-09,2023-10-30,Completed,60.14
4543,4543,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-20,2024-01-21,On Hold,41.68
4544,4544,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-08,2024-05-12,Not Started,37.4
4545,4545,Achieve a 20% increase in sales in the next quarter.,2024-04-17,2024-09-20,Not Started,7.84
4546,4546,Develop a new training program for new hires within the next quarter.,2024-03-27,2024-09-17,Completed,26.99
4547,4547,Achieve a 20% increase in sales in the next quarter.,2023-10-06,2024-01-24,Completed,45.66
4548,4548,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-22,2024-05-16,Not Started,68.69
4549,4549,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-04,2024-06-16,On Hold,93.17
4550,4550,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-30,2023-10-02,Not Started,34.43
4551,4551,Achieve a 20% increase in sales in the next quarter.,2024-05-20,2024-09-28,Not Started,18.07
4552,4552,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-03,2024-02-27,Not Started,78.8
4553,4553,Complete the new feature development by the end of Q2.,2023-10-15,2024-03-18,Completed,44.11
4554,4554,Achieve a 20% increase in sales in the next quarter.,2023-07-02,2023-10-27,In Progress,17.0
4555,4555,Achieve a 20% increase in sales in the next quarter.,2023-10-07,2023-12-26,On Hold,39.91
4556,4556,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-02,2024-01-02,In Progress,28.46
4557,4557,Complete the new feature development by the end of Q2.,2023-12-14,2024-04-22,In Progress,91.78
4558,4558,Achieve a 20% increase in sales in the next quarter.,2024-03-29,2024-06-19,In Progress,86.05
4559,4559,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-02,2024-02-29,Not Started,80.77
4560,4560,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-25,2024-07-21,On Hold,28.65
4561,4561,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-09,2024-06-10,Not Started,23.12
4562,4562,Develop a new training program for new hires within the next quarter.,2023-09-10,2023-10-19,On Hold,97.57
4563,4563,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-15,2024-05-26,On Hold,42.74
4564,4564,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-08,2024-06-04,Not Started,35.92
4565,4565,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-19,2024-07-28,Not Started,81.59
4566,4566,Develop a new training program for new hires within the next quarter.,2023-09-12,2024-03-09,On Hold,81.0
4567,4567,Complete the new feature development by the end of Q2.,2024-01-25,2024-02-13,Completed,66.24
4568,4568,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-17,2024-04-12,Not Started,20.47
4569,4569,Develop a new training program for new hires within the next quarter.,2023-06-11,2023-08-10,On Hold,19.75
4570,4570,Develop a new training program for new hires within the next quarter.,2024-04-09,2024-05-18,On Hold,74.92
4571,4571,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-11,2024-06-22,On Hold,78.85
4572,4572,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-16,2024-01-10,In Progress,99.94
4573,4573,Complete the new feature development by the end of Q2.,2023-12-25,2024-01-06,In Progress,10.2
4574,4574,Develop a new training program for new hires within the next quarter.,2024-03-20,2024-08-23,Completed,55.79
4575,4575,Develop a new training program for new hires within the next quarter.,2024-04-06,2024-08-15,Completed,60.5
4576,4576,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-13,2024-11-01,In Progress,33.01
4577,4577,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-12,2024-05-20,In Progress,94.22
4578,4578,Complete the new feature development by the end of Q2.,2024-04-25,2024-07-19,Completed,34.73
4579,4579,Achieve a 20% increase in sales in the next quarter.,2024-03-18,2024-04-22,On Hold,33.97
4580,4580,Develop a new training program for new hires within the next quarter.,2023-11-12,2023-11-15,On Hold,72.35
4581,4581,Achieve a 20% increase in sales in the next quarter.,2024-01-19,2024-07-06,On Hold,67.31
4582,4582,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-02,2024-07-06,Not Started,94.43
4583,4583,Develop a new training program for new hires within the next quarter.,2023-08-03,2023-12-17,Not Started,20.3
4584,4584,Develop a new training program for new hires within the next quarter.,2023-06-13,2023-08-31,In Progress,50.71
4585,4585,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-26,2023-11-11,Not Started,12.05
4586,4586,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-02,2023-09-30,On Hold,12.32
4587,4587,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-16,2024-07-28,Not Started,25.77
4588,4588,Complete the new feature development by the end of Q2.,2024-03-05,2024-08-12,Not Started,74.53
4589,4589,Achieve a 20% increase in sales in the next quarter.,2023-05-31,2023-10-21,Not Started,66.05
4590,4590,Achieve a 20% increase in sales in the next quarter.,2023-06-06,2023-07-04,Not Started,4.87
4591,4591,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-01,2024-05-01,In Progress,86.38
4592,4592,Achieve a 20% increase in sales in the next quarter.,2023-11-05,2023-11-28,In Progress,18.2
4593,4593,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-02,2024-07-26,On Hold,13.25
4594,4594,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-09,2024-07-06,In Progress,11.78
4595,4595,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-09,2024-08-13,On Hold,62.28
4596,4596,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-13,2023-12-11,Completed,69.35
4597,4597,Develop a new training program for new hires within the next quarter.,2023-10-08,2023-11-02,Completed,1.14
4598,4598,Achieve a 20% increase in sales in the next quarter.,2024-03-24,2024-04-17,Not Started,25.47
4599,4599,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-14,2023-11-01,On Hold,29.65
4600,4600,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-09,2023-11-10,In Progress,12.05
4601,4601,Develop a new training program for new hires within the next quarter.,2023-10-04,2024-01-22,On Hold,52.75
4602,4602,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-09,2024-07-17,In Progress,98.59
4603,4603,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-18,2024-08-08,Not Started,88.44
4604,4604,Achieve a 20% increase in sales in the next quarter.,2024-05-07,2024-08-12,On Hold,2.13
4605,4605,Develop a new training program for new hires within the next quarter.,2023-11-22,2024-04-08,Not Started,42.97
4606,4606,Complete the new feature development by the end of Q2.,2024-03-03,2024-08-05,Not Started,32.49
4607,4607,Complete the new feature development by the end of Q2.,2023-08-16,2023-10-06,Not Started,19.32
4608,4608,Develop a new training program for new hires within the next quarter.,2023-11-24,2024-01-07,On Hold,38.49
4609,4609,Develop a new training program for new hires within the next quarter.,2024-01-15,2024-04-24,Completed,32.56
4610,4610,Develop a new training program for new hires within the next quarter.,2023-11-01,2023-12-02,Completed,63.93
4611,4611,Achieve a 20% increase in sales in the next quarter.,2023-09-28,2023-12-15,In Progress,0.67
4612,4612,Achieve a 20% increase in sales in the next quarter.,2023-07-17,2023-07-22,On Hold,22.64
4613,4613,Achieve a 20% increase in sales in the next quarter.,2023-11-07,2023-12-05,Completed,90.63
4614,4614,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-03,2023-07-17,Completed,53.71
4615,4615,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-08,2023-12-05,In Progress,17.8
4616,4616,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-23,2024-02-29,Completed,41.16
4617,4617,Achieve a 20% increase in sales in the next quarter.,2023-10-19,2024-02-10,On Hold,70.5
4618,4618,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-15,2023-09-06,Completed,54.53
4619,4619,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-15,2023-11-19,On Hold,1.4
4620,4620,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-11,2024-03-10,Not Started,53.6
4621,4621,Complete the new feature development by the end of Q2.,2024-02-01,2024-06-22,Completed,9.95
4622,4622,Achieve a 20% increase in sales in the next quarter.,2023-07-30,2023-09-08,Not Started,24.66
4623,4623,Develop a new training program for new hires within the next quarter.,2023-10-18,2023-12-20,Completed,11.67
4624,4624,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-21,2023-10-11,Completed,71.59
4625,4625,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-10,2024-04-12,Completed,90.24
4626,4626,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-27,2023-11-01,On Hold,49.7
4627,4627,Achieve a 20% increase in sales in the next quarter.,2023-11-26,2024-03-29,Completed,49.93
4628,4628,Develop a new training program for new hires within the next quarter.,2024-05-19,2024-10-13,Completed,98.56
4629,4629,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-29,2024-09-03,Completed,44.74
4630,4630,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-30,2024-06-21,Not Started,44.14
4631,4631,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-13,2023-09-15,Completed,96.99
4632,4632,Complete the new feature development by the end of Q2.,2024-05-02,2024-09-18,On Hold,45.62
4633,4633,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-08,2023-11-19,In Progress,54.98
4634,4634,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-21,2024-01-07,In Progress,70.29
4635,4635,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-23,2023-12-08,On Hold,54.91
4636,4636,Develop a new training program for new hires within the next quarter.,2024-04-21,2024-10-15,On Hold,94.74
4637,4637,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-05,2023-12-07,Completed,90.07
4638,4638,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-29,2024-05-04,Not Started,15.8
4639,4639,Achieve a 20% increase in sales in the next quarter.,2024-03-03,2024-03-22,In Progress,18.44
4640,4640,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-28,2023-12-31,In Progress,17.95
